Model,Capacity,range(km),maintenance cost per hour,Price(USD)
Airbus A350,350,14800,584.11,423768753.5
Airbus A320,180,6300,3979.59,135556799.9
Cessna 172,4,1285,4971.88,245720.53
Boeing 777,396,15600,3104.06,459011699.7
Boeing 777,396,15600,1979.19,500467972
Boeing 737,162,5700,2805.62,93126209.37
Cessna 172,4,1285,3007.73,329527.52
Cessna 172,4,1285,2460.37,230951.07
Airbus A320,180,6300,3391.07,161478993.1
Airbus A350,350,14800,3130.19,659724896.4
Boeing 737,162,5700,2858.85,58163753.6
Cessna 172,4,1285,2443.95,219164.86
Cessna 172,4,1285,2405.03,399781.97
Bombardier CRJ200,50,3000,3535.1,17510140.17
Boeing 737,162,5700,4692.61,64033559.11
Airbus A350,350,14800,2389.63,528664310.1
Boeing 737,162,5700,1925.27,92000464.24
Cessna 172,4,1285,3323.96,259505.43
Airbus A320,180,6300,3240.04,132565823.5
Airbus A350,350,14800,3267.03,335878999.5
Airbus A320,180,6300,4388.04,82032054.07
Bombardier CRJ200,50,3000,3358.12,12996157.75
Boeing 777,396,15600,3930.39,347020841.6
Cessna 172,4,1285,2007.95,275994.64
Bombardier CRJ200,50,3000,3605.77,11247544.56
Boeing 777,396,15600,4709.39,400815020.4
Bombardier CRJ200,50,3000,2260,15872472.34
Boeing 737,162,5700,4610.8,70203129.88
Bombardier CRJ200,50,3000,4296.72,13188831.51
Bombardier CRJ200,50,3000,3763.69,11120557.33
Airbus A320,180,6300,4562.77,172627395.4
Airbus A320,180,6300,1920.91,110988799.2
Boeing 737,162,5700,1448.23,120730861
Airbus A320,180,6300,1867.86,59830639.03
Boeing 777,396,15600,3483.91,449330936.3
Airbus A320,180,6300,4758.48,149687050.8
Cessna 172,4,1285,1767.09,346069.62
Bombardier CRJ200,50,3000,2144.63,9209325.1
Cessna 172,4,1285,1302.43,252391.44
Airbus A350,350,14800,2398.3,385581636.1
Boeing 777,396,15600,3679.61,362163401.1
Boeing 777,396,15600,891.52,399444891.7
Boeing 777,396,15600,3302.36,371657970.3
Boeing 777,396,15600,4090.56,394255844.3
Airbus A350,350,14800,585.73,366209562.1
Boeing 737,162,5700,1867.78,92473414.24
Boeing 777,396,15600,1185.64,365862802.6
Boeing 737,162,5700,3269.39,72298806.02
Bombardier CRJ200,50,3000,658.68,15062064.18
Cessna 172,4,1285,701.79,186714.11
Boeing 777,396,15600,2532.68,693912280.7
Airbus A350,350,14800,1872.87,381267197.6
Boeing 777,396,15600,901.52,359995496.2
Airbus A350,350,14800,4636.51,498419667.9
Airbus A320,180,6300,936.99,70890706.48
Airbus A350,350,14800,4167.41,382033359.4
Airbus A350,350,14800,1744.47,553392382.2
Cessna 172,4,1285,533.35,400695.99
Boeing 777,396,15600,3793.92,625878120.8
Airbus A320,180,6300,3810.99,98714103.78
Boeing 777,396,15600,3188.18,813083082.1
Bombardier CRJ200,50,3000,1662.16,11453424.25
Bombardier CRJ200,50,3000,1340.03,9969898.51
Airbus A320,180,6300,1439.01,137678274
Airbus A350,350,14800,1955.34,393771290.1
Airbus A350,350,14800,2105.34,628536572.4
Airbus A320,180,6300,2900.25,59832306.58
Airbus A350,350,14800,3037.58,492981761
Airbus A350,350,14800,2835.02,718674197.9
Airbus A350,350,14800,4013.89,343145861.8
Boeing 777,396,15600,1208.79,448975742.4
Cessna 172,4,1285,1776.6,446290.5
Airbus A320,180,6300,1493.91,164495013.6
Cessna 172,4,1285,1057.9,401191.56
Airbus A320,180,6300,2172.63,77968118.56
Bombardier CRJ200,50,3000,1270.05,18844099.58
Cessna 172,4,1285,3411.74,337174.44
Bombardier CRJ200,50,3000,2932.16,18532556.27
Cessna 172,4,1285,3582.48,195049.9
Airbus A350,350,14800,4070.68,357030704
Boeing 737,162,5700,2130.99,62670993.85
Cessna 172,4,1285,1460.55,251699.17
Cessna 172,4,1285,2073.45,215057.27
Airbus A320,180,6300,2472.82,80419259.9
Airbus A320,180,6300,2235.72,133845683.6
Bombardier CRJ200,50,3000,2931.15,11009336.5
Boeing 737,162,5700,3172.05,61165037.96
Airbus A350,350,14800,4099.97,351754409.5
Boeing 737,162,5700,1829.04,61639236.96
Boeing 777,396,15600,4838.13,370903058.9
Bombardier CRJ200,50,3000,1150.31,19279452.23
Airbus A320,180,6300,1654.1,157256821.7
Bombardier CRJ200,50,3000,4948.45,11589380.74
Bombardier CRJ200,50,3000,3672.77,24668131.74
Airbus A320,180,6300,2064.24,71998158.26
Bombardier CRJ200,50,3000,2549.52,19524476.25
Airbus A320,180,6300,3594.2,80418876.75
Boeing 737,162,5700,4346.21,64603093.81
Cessna 172,4,1285,4712.34,334639.55
Airbus A320,180,6300,2749.38,158416981.4
Airbus A350,350,14800,636.77,385767628.9
Cessna 172,4,1285,3639.71,402932.59
Airbus A350,350,14800,4637.61,758554430
Bombardier CRJ200,50,3000,4714.82,14289525.2
Airbus A320,180,6300,4972.15,147639536.9
Airbus A320,180,6300,1220.24,83078584.75
Boeing 777,396,15600,2903.04,707277833.4
Bombardier CRJ200,50,3000,4650.76,11494578.4
Cessna 172,4,1285,4896.96,233426.36
Boeing 777,396,15600,3761.73,380055059.4
Cessna 172,4,1285,1907.73,285108.56
Airbus A350,350,14800,3131.55,781901169.8
Cessna 172,4,1285,681.41,260609.11
Cessna 172,4,1285,2809.49,263966.49
Cessna 172,4,1285,2943.52,379373.24
Bombardier CRJ200,50,3000,3584.12,15696017.03
Cessna 172,4,1285,2694.51,212690.79
Boeing 737,162,5700,1531.58,92483873.74
Boeing 777,396,15600,1980.92,364743315.4
Boeing 737,162,5700,995.59,103038153.4
Airbus A350,350,14800,1424.89,407872757.2
Cessna 172,4,1285,3532.9,298055.45
Boeing 777,396,15600,785.99,601910093.9
Bombardier CRJ200,50,3000,3173.05,23636923.54
Boeing 737,162,5700,2999.53,65564635.27
Boeing 777,396,15600,3540.4,616489403.6
Boeing 737,162,5700,2995.56,61031423.72
Airbus A320,180,6300,3263.28,71954897.99
Airbus A320,180,6300,1661.88,125422928.7
Cessna 172,4,1285,4493.32,222285.8
Boeing 737,162,5700,1385.78,65701797.95
Airbus A350,350,14800,894.74,477282821.2
Airbus A320,180,6300,4318.95,158157142.7
Boeing 737,162,5700,954.28,105775728.7
Boeing 737,162,5700,3754.14,69759875.14
Boeing 737,162,5700,1917.89,105919475.9
Airbus A320,180,6300,603.59,82546208.07
Bombardier CRJ200,50,3000,2196.91,12185428.28
Bombardier CRJ200,50,3000,2202.2,17434468.46
Bombardier CRJ200,50,3000,855.23,12489306.13
Airbus A320,180,6300,1494.99,135554032.1
Airbus A320,180,6300,946.94,80185423.24
Boeing 737,162,5700,2459.5,63471357.17
Bombardier CRJ200,50,3000,3628.21,12135915.29
Boeing 777,396,15600,1743.15,427480234.3
Boeing 777,396,15600,3314.53,770460292.2
Boeing 737,162,5700,1195.42,66604186.73
Airbus A350,350,14800,4817.78,403100920.8
Bombardier CRJ200,50,3000,2186.65,20632402.49
Airbus A320,180,6300,3562.26,80290158.6
Boeing 737,162,5700,1002.39,76240069.59
Airbus A350,350,14800,3039.69,498014939.2
Boeing 737,162,5700,3949.81,100516044.2
Airbus A350,350,14800,4479.79,746167296.7
Bombardier CRJ200,50,3000,1261.77,19285270.56
Boeing 737,162,5700,995.53,98043816.03
Airbus A320,180,6300,4460.81,130005841.6
Cessna 172,4,1285,2958.29,352366.62
Boeing 737,162,5700,2344.63,60897899.57
Airbus A350,350,14800,1778.09,352670699.2
Boeing 737,162,5700,2274.04,101530405.7
Cessna 172,4,1285,3464.77,243672.31
Boeing 737,162,5700,4270.28,58885561.09
Cessna 172,4,1285,2194.42,204580.81
Bombardier CRJ200,50,3000,1081.86,11198809.72
Airbus A350,350,14800,4694.75,357876036.1
Bombardier CRJ200,50,3000,3969.04,22111365.75
Bombardier CRJ200,50,3000,3648.64,14223522.26
Cessna 172,4,1285,2813.38,453572.57
Airbus A350,350,14800,2842.52,349544026.1
Airbus A350,350,14800,2446.76,535906435.4
Boeing 737,162,5700,1033.38,61507336.17
Cessna 172,4,1285,1499.15,229618.78
Bombardier CRJ200,50,3000,3613.75,14702512.98
Boeing 777,396,15600,3084.73,361744777.4
Boeing 777,396,15600,3052.11,444142671.3
Cessna 172,4,1285,4959.86,315113.76
Airbus A320,180,6300,4059.72,80679117
Boeing 737,162,5700,616.72,125036228.6
Cessna 172,4,1285,2673.14,233878.52
Airbus A320,180,6300,817.46,82228226.81
Cessna 172,4,1285,2859.6,283518.64
Cessna 172,4,1285,1605.88,333776.7
Boeing 777,396,15600,895.01,681085922.1
Bombardier CRJ200,50,3000,2720.63,13240120.08
Airbus A350,350,14800,2781.42,662748509.2
Boeing 737,162,5700,3370.71,65232888.3
Boeing 777,396,15600,3061.53,406036149.1
Bombardier CRJ200,50,3000,4319.93,14807650.83
Airbus A350,350,14800,4411.74,349565626.9
Airbus A350,350,14800,3564.83,778691216.4
Airbus A320,180,6300,1235.28,81968563.47
Bombardier CRJ200,50,3000,3821.01,13234120.12
Airbus A320,180,6300,2820.93,79454277.47
Cessna 172,4,1285,2841.36,305790.32
Boeing 777,396,15600,985.05,350398072.9
Cessna 172,4,1285,638.14,203410.17
Airbus A350,350,14800,3193.7,392379401
Bombardier CRJ200,50,3000,4902.33,21998640.57
Airbus A350,350,14800,4131.85,365222482.3
Airbus A320,180,6300,3288.34,69043089
Bombardier CRJ200,50,3000,1543.83,11175581.21
Bombardier CRJ200,50,3000,2543.87,26702849.3
Cessna 172,4,1285,4939.97,341608.5
Airbus A320,180,6300,2813.62,79725709.95
Airbus A320,180,6300,1410.51,169805096.4
Airbus A350,350,14800,683.18,450795168.6
Boeing 737,162,5700,4486.43,74441786.43
Boeing 777,396,15600,2030.59,701788525
Cessna 172,4,1285,2782.62,205620.82
Airbus A320,180,6300,1363.81,88774688.31
Airbus A320,180,6300,3552.47,168638465.4
Boeing 737,162,5700,3993.99,130121512.1
Airbus A350,350,14800,2430.11,437146931.8
Airbus A350,350,14800,3611.26,699371063.4
Airbus A320,180,6300,1889.45,82476369.41
Boeing 777,396,15600,2045.15,391354741.7
Airbus A350,350,14800,3875.66,596442340.4
Airbus A350,350,14800,2435.13,502239242
Boeing 777,396,15600,3442.66,404315822
Airbus A350,350,14800,4539.42,333604962.3
Bombardier CRJ200,50,3000,2722.39,24231394.71
Bombardier CRJ200,50,3000,612.28,13210532.48
Airbus A350,350,14800,3140.23,388082707.3
Airbus A350,350,14800,3878.11,352004097.6
Cessna 172,4,1285,975.81,251876.45
Airbus A320,180,6300,4126.8,145407726.9
Airbus A350,350,14800,4389.94,603188452.4
Airbus A350,350,14800,3373.64,305729036.2
Airbus A320,180,6300,3969.22,87288427.34
Bombardier CRJ200,50,3000,889.23,20755684.54
Boeing 737,162,5700,1217.26,78969239.96
Boeing 737,162,5700,1332,67181715.41
Airbus A350,350,14800,2735.85,346861506.1
Cessna 172,4,1285,1077.25,237953.3
Airbus A320,180,6300,1210.29,108856930.7
Cessna 172,4,1285,785.46,313976.65
Airbus A320,180,6300,500.02,94477077.41
Airbus A350,350,14800,875.07,376387669.9
Boeing 737,162,5700,3116.79,98466013.77
Boeing 737,162,5700,2057.01,90454923.55
Airbus A320,180,6300,597.27,111767224.6
Boeing 777,396,15600,4770.3,360328040.7
Bombardier CRJ200,50,3000,3804.95,17437928.02
Boeing 737,162,5700,4194.21,114078543.8
Airbus A350,350,14800,1774.21,342347390.9
Cessna 172,4,1285,4955.25,287386.46
Boeing 737,162,5700,2147.68,56679004.95
Cessna 172,4,1285,2404.45,197569.97
Boeing 737,162,5700,694.59,55637282.4
Bombardier CRJ200,50,3000,3444.29,11178167.34
Boeing 737,162,5700,3230.29,58960997.03
Airbus A320,180,6300,1267.7,71630748.11
Boeing 777,396,15600,3286.35,462423716.7
Bombardier CRJ200,50,3000,4919.38,10730217.5
Boeing 777,396,15600,2706.67,654387732.1
Bombardier CRJ200,50,3000,1148.52,24219222.99
Airbus A320,180,6300,821.83,54779397.01
Bombardier CRJ200,50,3000,1382.86,11010334.94
Boeing 737,162,5700,1318.41,66495804.51
Bombardier CRJ200,50,3000,1758.23,17360656.93
Boeing 737,162,5700,2932.05,58028246.46
Boeing 777,396,15600,4196.17,710498047.6
Bombardier CRJ200,50,3000,2932.88,13202780.67
Boeing 777,396,15600,808.01,843225908.1
Airbus A320,180,6300,2098.66,88701024.93
Boeing 777,396,15600,3530.86,757468465.2
Boeing 777,396,15600,991.77,348692670.9
Airbus A320,180,6300,3932.83,143611493.7
Boeing 737,162,5700,1361.85,88011949.66
Bombardier CRJ200,50,3000,2337.54,20297333.02
Bombardier CRJ200,50,3000,666.67,22447302.15
Airbus A350,350,14800,1671,441602188.6
Boeing 777,396,15600,3688.82,616006335.7
Boeing 777,396,15600,1214.32,357751029.5
Airbus A350,350,14800,3416.76,520178279
Airbus A320,180,6300,1422.88,138921091.6
Boeing 777,396,15600,3661.34,442890251.2
Airbus A350,350,14800,2000.68,601962252.3
Boeing 737,162,5700,1847.55,71003135.57
Airbus A350,350,14800,604.29,372592311.5
Airbus A320,180,6300,3291.52,96186385.55
Airbus A350,350,14800,3094.39,341043296.4
Cessna 172,4,1285,1732.39,341887.75
Airbus A350,350,14800,3138.96,314181800.6
Airbus A350,350,14800,1447.55,834629014.8
Airbus A350,350,14800,1218.84,520059271.1
Airbus A320,180,6300,1984.12,80059243.75
Boeing 737,162,5700,4023.21,65720593.28
Boeing 777,396,15600,3499.55,419636428.2
Boeing 777,396,15600,3670.11,427002743.4
Boeing 737,162,5700,694.69,64541734.11
Airbus A320,180,6300,1870.64,176412887.9
Bombardier CRJ200,50,3000,3703.87,11892452.96
Airbus A350,350,14800,678.46,391246824.6
Airbus A350,350,14800,1222.25,358095637.2
Cessna 172,4,1285,4236.87,321644.85
Boeing 737,162,5700,4074.16,86089253.07
Airbus A320,180,6300,2711.42,87322759.77
Boeing 737,162,5700,4654.33,63076441.43
Cessna 172,4,1285,2877.31,243310.87
Airbus A350,350,14800,4935.21,552175488.5
Boeing 737,162,5700,2239.3,71115170.75
Bombardier CRJ200,50,3000,2156.17,16093182.75
Boeing 737,162,5700,2847.88,123885050.8
Bombardier CRJ200,50,3000,2522.07,15852732.58
Boeing 737,162,5700,1339.04,61630014.64
Airbus A350,350,14800,3309.83,347068059.6
Bombardier CRJ200,50,3000,1238.5,9381348.06
Cessna 172,4,1285,3770.75,383753.51
Cessna 172,4,1285,4183.92,242009.92
Bombardier CRJ200,50,3000,4809.11,13232204.06
Airbus A350,350,14800,2820.07,494501176.8
Airbus A350,350,14800,1061.68,406807329.7
Boeing 737,162,5700,904.38,103123181.1
Airbus A320,180,6300,4814.19,76312675.82
Cessna 172,4,1285,2761.09,279169.08
Bombardier CRJ200,50,3000,2769.76,23776693.47
Airbus A350,350,14800,2005.17,473605488.6
Boeing 737,162,5700,3689.73,83296835.73
Airbus A350,350,14800,3878.51,399695196.9
Airbus A320,180,6300,3906.19,142060413.6
Bombardier CRJ200,50,3000,3918.74,14543080.21
Boeing 777,396,15600,2017.38,374925482.8
Bombardier CRJ200,50,3000,3726.28,12888156.35
Airbus A320,180,6300,918.72,78563542.17
Cessna 172,4,1285,4374.03,289909.41
Airbus A350,350,14800,4438.79,359998763.6
Airbus A320,180,6300,1867.34,81105525.34
Bombardier CRJ200,50,3000,3840.93,22083266.05
Airbus A350,350,14800,3676.47,367314071.3
Airbus A320,180,6300,1127.1,71937542.16
Airbus A350,350,14800,914.99,317704763.4
Boeing 737,162,5700,2224.28,70084889.77
Airbus A320,180,6300,4255.12,92490046.64
Airbus A320,180,6300,4858.96,80117652.52
Airbus A350,350,14800,513.65,813663674
Bombardier CRJ200,50,3000,3042.3,10998683.19
Airbus A320,180,6300,4085.92,104899363.6
Airbus A320,180,6300,1451.52,130777051.1
Airbus A320,180,6300,2758.03,79890494.89
Cessna 172,4,1285,2779.06,239328.61
Airbus A320,180,6300,2019.69,83615415.09
Airbus A320,180,6300,4623.18,139200030.5
Boeing 737,162,5700,2734.94,105731455.6
Boeing 777,396,15600,4748.92,436421617.5
Airbus A350,350,14800,1946.32,696693699.3
Airbus A320,180,6300,3907.23,78446601.18
Boeing 777,396,15600,2105.61,347388187.9
Airbus A320,180,6300,4880.4,78813600.19
Bombardier CRJ200,50,3000,4727.49,12539886.52
Cessna 172,4,1285,4139.11,429175.33
Cessna 172,4,1285,4053.94,205311.21
Airbus A350,350,14800,851.2,422778002.7
Boeing 737,162,5700,1340.38,75717866.04
Bombardier CRJ200,50,3000,2968.64,13003595.91
Airbus A350,350,14800,4757.54,463280961.3
Boeing 777,396,15600,1427,564969632.2
Bombardier CRJ200,50,3000,1850.09,19898392.7
Boeing 737,162,5700,3272.99,55488041.1
Airbus A320,180,6300,3339.71,63002445.84
Boeing 737,162,5700,936.66,66673433.18
Airbus A320,180,6300,2510.25,70871008.82
Airbus A320,180,6300,951,74944153.18
Bombardier CRJ200,50,3000,2389.82,11494486.52
Airbus A350,350,14800,3330,515916632.5
Airbus A350,350,14800,3491.6,384923183.1
Boeing 737,162,5700,4176.65,82862161.43
Cessna 172,4,1285,3175.39,169881.26
Airbus A350,350,14800,959.43,445523352.1
Airbus A350,350,14800,1002.54,442698574.6
Boeing 737,162,5700,1636.88,61612248.18
Boeing 777,396,15600,1067.27,465763596.8
Airbus A350,350,14800,1231.85,369842377.8
Cessna 172,4,1285,3620.36,201512.8
Cessna 172,4,1285,842.14,337359.18
Airbus A320,180,6300,3890.74,138374010
Boeing 737,162,5700,2697.57,64375685.77
Airbus A350,350,14800,1206.51,386883981.1
Boeing 737,162,5700,3436.78,61790376.71
Boeing 777,396,15600,1094.81,378187682
Bombardier CRJ200,50,3000,2419.86,15274277.76
Boeing 777,396,15600,1834.42,596374029.3
Airbus A350,350,14800,4303.55,527117057.3
Airbus A320,180,6300,3620.93,96598398.12
Boeing 737,162,5700,1732.83,82507288.81
Boeing 737,162,5700,4553.39,62632251.1
Bombardier CRJ200,50,3000,3809.21,15319909.73
Cessna 172,4,1285,4109.47,416611.96
Bombardier CRJ200,50,3000,3567.32,13788808.77
Airbus A350,350,14800,4077.67,362083998.8
Cessna 172,4,1285,4221.16,282107.69
Boeing 777,396,15600,3847.65,680515553.4
Bombardier CRJ200,50,3000,2320.71,17927797.43
Boeing 737,162,5700,2201.75,104560929.4
Cessna 172,4,1285,2247.91,353608.96
Airbus A350,350,14800,2234.72,565791859.4
Bombardier CRJ200,50,3000,4993.23,10783930.22
Boeing 737,162,5700,4277.86,66439033.55
Bombardier CRJ200,50,3000,2306.65,17714077.87
Boeing 737,162,5700,1921.45,107062897
Cessna 172,4,1285,2288.11,268463.46
Boeing 737,162,5700,1605.11,59078332.1
Bombardier CRJ200,50,3000,2703.56,19902965.92
Airbus A320,180,6300,4449.19,104051612.3
Boeing 777,396,15600,590.55,339697165.5
Airbus A320,180,6300,3414.89,77775854.35
Boeing 777,396,15600,1693.46,517671261.5
Airbus A320,180,6300,4289.57,90062017.79
Bombardier CRJ200,50,3000,3437.88,22254967.63
Bombardier CRJ200,50,3000,4215.12,17246708.74
Boeing 737,162,5700,4094.84,134934043.3
Boeing 777,396,15600,2791.53,706595288.7
Cessna 172,4,1285,2730.34,228116.16
Boeing 777,396,15600,664.83,429198380
Bombardier CRJ200,50,3000,4212.61,12748904.99
Bombardier CRJ200,50,3000,854.42,15214347.07
Bombardier CRJ200,50,3000,886.38,12164880.54
Airbus A320,180,6300,3529.43,134159588.6
Bombardier CRJ200,50,3000,1287.53,12105302.65
Boeing 777,396,15600,3389.94,320671454.6
Airbus A320,180,6300,3699.79,70396151.38
Bombardier CRJ200,50,3000,4290.39,16169275.74
Cessna 172,4,1285,4924.74,294338.34
Cessna 172,4,1285,2483.93,253369.42
Airbus A320,180,6300,1265.94,85391366.28
Airbus A350,350,14800,511.84,602550900.5
Cessna 172,4,1285,2356.06,376114.23
Boeing 737,162,5700,1422.05,76367363.34
Cessna 172,4,1285,2846.15,151583.23
Airbus A350,350,14800,3611.5,527279139.6
Airbus A350,350,14800,3140.42,390457597.6
Airbus A320,180,6300,2480.85,80769163.48
Bombardier CRJ200,50,3000,960.44,13982497.41
Boeing 777,396,15600,1668.39,646899074.8
Cessna 172,4,1285,4330.57,413109.52
Boeing 777,396,15600,1663.94,436665818.7
Bombardier CRJ200,50,3000,595.44,12632372.12
Airbus A350,350,14800,3511.23,695125778.1
Cessna 172,4,1285,4494.16,189945.77
Airbus A350,350,14800,1642.12,347548436.8
Cessna 172,4,1285,1826.47,229659.39
Cessna 172,4,1285,971.87,310399.61
Airbus A320,180,6300,1531.65,100088441.8
Boeing 737,162,5700,628.61,103512569.5
Cessna 172,4,1285,857.82,196133.51
Boeing 737,162,5700,2322.19,65966376.63
Airbus A320,180,6300,1136.31,86946098.71
Airbus A350,350,14800,1193.02,479835911.5
Boeing 777,396,15600,1980.77,457871348
Cessna 172,4,1285,3008.55,259636.19
Boeing 777,396,15600,1667.46,671365421.1
Cessna 172,4,1285,2062.52,244237.63
Boeing 777,396,15600,1561.75,461917599.8
Boeing 777,396,15600,2720.11,437441312.7
Boeing 777,396,15600,1123.03,687472568.2
Boeing 777,396,15600,635.46,390974972.7
Boeing 737,162,5700,3005.28,84677857.68
Airbus A350,350,14800,4492.73,431754339.1
Airbus A350,350,14800,1118.45,536778444.8
Boeing 777,396,15600,621.48,806995730
Boeing 777,396,15600,3568.32,326922205.2
Airbus A350,350,14800,3821.71,432995355.9
Boeing 777,396,15600,3603.21,358399204.9
Airbus A320,180,6300,4388.56,70408856.07
Boeing 777,396,15600,1553.73,355947275.1
Cessna 172,4,1285,3447.08,420401.71
Boeing 777,396,15600,1866.61,381111307.4
Airbus A320,180,6300,4455.92,74263574.19
Airbus A350,350,14800,2745.13,663680213.4
Boeing 737,162,5700,1198.91,80635309.85
Boeing 777,396,15600,2340.38,670370787.1
Bombardier CRJ200,50,3000,3451.06,11645336.33
Boeing 737,162,5700,1835.05,73044232.38
Airbus A320,180,6300,4655.79,92533687.23
Boeing 777,396,15600,4355.81,374041485.2
Airbus A320,180,6300,1467.56,135290582.3
Airbus A350,350,14800,3603.06,319194566.7
Boeing 737,162,5700,4292.99,87287070.16
